Elapsed,PC9 UT,PC9 E,PC9 AF,PC9 A/E,KO UT,KO E,KO AF,KO A/E,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,27.466185,24.451445,29.797305,17.39258,35.21752,33.29257,32.54676,17.57985,27.690525,18.989705,20.86245,25.014195,23.98122,17.2639,24.775835,21.994625,22.14287,24.446425,27.556625,24.9877,19.725755,16.331405,16.38709,18.58586,22.318785,15.87433,31.215585,25.089345,20.44469,15.06155,17.81363,13.28836,22.414675,19.169605,22.09401,21.3198,19.970825,16.35583,14.64276,30.037375
4,41.02446,42.136865,43.694045,29.279555,49.5641,50.25129,50.93649,25.19965,39.8431,29.28725,34.511895,37.485995,42.98873,29.39571,41.72538,39.575035,34.57769,46.19946,44.606605,37.01197,29.928965,30.177115,28.85847,30.54403,31.368145,27.180935,26.77041,39.909845,31.167405,22.67932,28.312965,24.437605,37.594955,28.0875,34.212235,33.0325,33.53354,22.897115,25.921295,38.50886
6,52.208585,55.988285,53.84309,39.523335,61.704925,57.1667,64.6219,33.73687,47.913505,37.78979,44.24493,48.715535,55.909145,39.133225,54.00558,49.496115,45.826685,56.732125,59.404745,49.7971,38.33382,38.667565,40.971595,41.60096,42.63521,31.075905,35.370055,49.040955,40.27369,30.13406,35.53542,33.502695,47.666225,35.79741,44.77058,44.81839,44.115195,28.80417,34.11183,44.151245
8,65.530095,64.58295,63.065225,47.999965,70.388295,67.564,77.74808,42.24156,52.764655,45.600415,55.571325,58.262355,65.07518,48.288685,62.45698,59.550945,55.22996,68.80227,69.424785,59.225915,46.710645,45.423725,51.627535,49.75975,50.58111,38.715005,44.107995,59.98272,49.309505,35.30769,44.60674,40.684885,55.18073,42.105065,54.584255,51.227645,48.27859,36.01584,46.17457,40.57349
10,72.587545,70.25053,73.204555,57.21056,79.99644,72.93277,80.926265,48.297115,63.88633,50.88708,62.972255,65.83264,77.906695,52.86757,70.824125,64.973815,61.624235,77.223635,77.163455,67.38663,52.94197,49.49063,62.628615,58.336525,56.51781,44.408495,53.05769,67.77859,56.1267,39.312645,54.43154,47.52235,59.69654,46.87676,65.49678,58.943915,58.06559,40.751145,53.17495,45.03105
12,80.425025,74.043305,81.365225,65.13043,83.8844,79.871735,86.06245,52.29762,67.03261,55.616775,70.63435,73.432815,82.23133,57.608815,76.94015,70.54755,65.245915,82.138825,81.98729,73.53509,56.130115,54.69218,68.95118,63.712595,62.35435,49.900815,58.87055,75.776775,60.43847,43.048375,59.92444,53.03261,67.2043,49.134685,68.97762,64.088455,59.702765,44.105305,63.24392,49.25747
14,86.58229,79.54409,85.96666,71.14302,87.33395,82.18099,88.74452,53.111895,72.22375,59.237535,75.048105,78.48872,87.959495,61.947215,83.12246,73.879585,72.22937,86.729045,88.54968,75.860915,61.03478,58.644985,75.124905,68.216585,66.758045,52.90347,67.45861,79.13588,66.8337,46.38931,66.109075,55.862095,72.19996,52.45653,73.213555,67.885195,69.2532,47.843905,68.57397,52.06463
16,91.80063,83.931085,91.91288,77.404925,93.55968,82.45788,92.436975,56.05747,79.550495,62.721195,78.438545,84.629385,91.87919,66.40203,89.868315,75.70856,78.36167,89.389135,90.241415,80.55072,68.970235,60.34891,79.89021,74.311635,72.493465,57.23578,73.933185,82.046725,70.911945,50.83015,72.18208,59.858855,76.533765,55.542605,78.78746,70.72434,75.04395,50.208685,72.73139,55.415825
18,94.43116,86.277675,93.926125,83.2525,94.88054,83.36533,96.954705,58.97053,82.93235,64.920685,83.970335,88.474835,93.73439,68.869885,92.639975,76.83578,83.34795,93.85104,92.489605,83.52968,74.82607,64.492855,85.47986,78.74027,78.48766,61.392125,80.355555,86.96324,75.6543,52.832885,74.867255,63.726175,81.497455,60.016075,84.813725,75.247245,77.806265,52.515725,79.918385,57.70332
20,95.66166,89.144315,97.15338,87.938875,97.60432,83.96056,96.876055,61.345555,88.91695,69.61059,89.695975,92.055495,97.119015,70.664525,96.250575,80.05522,88.59446,94.01402,95.75263,86.664545,81.097595,66.913305,89.90162,82.449315,84.04752,64.790215,87.54524,89.8419,81.06433,56.981745,81.00679,68.21111,89.17902,63.607735,88.372455,79.558535,83.681275,54.613805,84.817445,60.43931
22,97.96327,92.034825,98.738745,92.260925,98.850275,84.490695,98.417045,63.91978,92.54558,72.3717,93.409825,94.992255,98.439195,72.19799,96.896795,81.64975,91.002805,94.30159,97.69032,90.77997,88.793875,71.63784,94.343905,88.777625,91.12357,68.558495,91.720125,93.499975,84.642945,61.009045,87.76165,72.48728,92.145965,66.46745,93.811815,82.92058,88.736635,57.74926,89.186235,62.67897
24,98.904665,92.08574,100.56075,96.22027,99.4165,86.45085,99.4436,65.594805,95.200985,75.863805,95.920725,97.466895,100.302355,73.92285,98.58978,84.277245,94.131995,95.288045,99.307495,92.147675,91.678235,74.10314,97.32645,90.199425,94.54811,70.54608,95.80997,95.48617,87.95715,65.1233,90.15681,77.166095,95.830785,68.572345,96.89794,84.608265,92.99804,60.79282,94.79189,64.90319
26,99.160985,94.959695,100.7661,97.911455,100.155235,86.36284,99.233375,67.28882,97.78336,78.964315,98.105555,98.21496,99.80397,74.879775,99.68785,84.878675,97.832125,97.020015,99.857735,94.377765,96.923,75.695635,98.93448,92.009095,97.15852,72.095685,96.74866,96.623905,92.222785,69.22294,94.79235,79.06243,97.5084,71.516395,98.705805,87.497495,95.81796,63.185475,97.07013,66.53954
28,99.865505,96.122635,100.8053,99.179805,100.13315,86.678085,100.166165,68.658285,98.70817,81.532565,98.776695,99.17558,100.3295,75.81708,100.03598,85.459805,99.832625,98.421275,100.0993,95.329825,99.3587,77.272285,99.789135,94.51976,99.084505,75.940835,98.120375,97.94312,95.427375,71.86759,97.17452,81.920835,97.84889,74.10487,99.178355,90.089585,98.37177,66.66214,98.366085,68.65432
32,100.033155,98.168145,100.79165,99.978935,100.21745,87.555105,100.11985,70.78596,100.45215,84.755535,99.877495,99.589465,100.25335,77.15645,99.91039,87.328905,100.0618,98.790995,100.38085,97.24934,99.93341,78.97066,100.31454,96.062775,99.7349,79.64181,100.4957,97.486115,98.562895,74.91561,98.697575,86.3822,99.496755,78.62533,99.600355,92.40839,98.655675,70.546805,98.976395,72.369765
34,99.76149,98.514745,100.6947,100.05063,100.33365,87.16935,100.58675,72.00336,100.13161,86.738905,99.926725,99.634635,100.1365,78.545965,100.04159,87.73589,100.319895,98.412215,100.58745,97.41632,100.2799,80.78209,100.109,97.191115,100.716535,82.369825,101.29855,98.316645,99.259675,77.959105,99.07397,89.093805,99.9556,79.59882,99.53014,93.02241,99.531685,72.677645,99.91729,75.29022
36,100.054345,98.743975,100.4763,100.26575,100.09755,87.42937,100.48075,72.245955,100.1109,89.253595,100.3288,99.970595,100.00588,78.578,99.822125,88.29547,100.25275,99.17235,100.47495,97.99248,100.22795,81.88049,100.11827,97.440985,100.972,84.07151,100.97455,98.732565,99.71092,80.50163,99.60425,89.31777,99.912355,81.22288,99.856825,94.596795,99.83049,74.459105,100.10209,76.41996
38,100.081865,99.921195,100.6392,100.35845,99.692305,88.184155,100.39535,72.50523,99.998785,91.31841,100.321815,99.6892,100.06395,79.450645,100.217545,89.170415,100.105555,100.22254,100.5667,98.11168,100.15125,84.113735,100.17045,98.017255,100.15303,85.88924,100.6227,98.51764,100.141345,83.755445,99.374515,91.33013,100.12361,82.51023,99.857025,95.51471,99.957045,77.007415,100.30295,78.44637
40,99.858695,99.999655,100.58425,100.3283,99.751995,88.502275,100.3337,73.45225,100.016435,92.467535,100.73575,99.920515,100.2905,79.69,100.120975,89.57735,100.35815,99.639945,100.2954,99.152275,100.2384,86.2067,100.07241,98.221125,100.23224,88.404745,100.38005,98.809285,100.44814,85.458525,99.764255,93.444575,100.2252,84.91815,99.9968,96.4052,99.775135,77.852645,100.3326,80.389345
42,100.011465,100.26119,100.6682,100.20596,99.840245,89.05528,100.3178,73.613385,99.88772,93.44308,100.9053,99.90243,100.153595,79.959965,100.23905,89.30447,100.03093,98.719395,100.2503,98.90874,100.2185,87.182995,100.047935,98.232035,100.38144,90.07008,100.06569,98.755825,100.06853,86.80396,100.10905,94.245,100.2503,86.248525,100.01998,96.75807,99.971945,80.05827,100.1255,82.389935
44,100.13103,100.55191,100.5389,100.2683,100.072485,88.96257,100.39065,73.856695,100.19285,94.44214,100.59829,100.0392,100.099125,80.414475,100.050775,88.530335,99.75323,100.3164,100.3193,99.16493,100.0297,88.719205,99.985205,98.6842,100.4328,90.94174,100.26555,98.75715,100.50985,88.74916,100.011395,94.216815,100.14065,87.271,100.030235,97.024535,100.093705,81.70627,99.77695,83.591065
46,100.07068,100.72674,100.36265,100.3017,100.06575,88.884935,100.28065,74.138525,100.102805,94.93661,99.997455,99.812305,100.063,81.05685,99.599285,88.58134,100.099345,100.211405,100.3498,99.82239,100.05209,89.902345,99.97865,98.9474,100.31375,92.01528,100.25965,99.456435,100.31625,89.662825,99.749145,95.36347,100.06179,86.982425,99.820615,97.06552,99.762305,82.55037,99.952485,84.31315
48,100.19,101.3371,100.4047,100.40555,99.897905,88.09671,100.1206,75.05602,99.957935,95.085145,99.99741,99.8453,100.02517,80.557775,99.7445,89.131825,99.74826,100.0661,100.31475,98.899415,100.00792,90.206885,100.000015,99.62819,100.32855,92.30892,99.744765,99.67008,100.32545,91.231335,100.028735,96.40151,100.06645,88.37389,100.03755,97.82893,99.71245,84.12299,99.981225,84.577125
50,99.96643,101.32595,100.35255,100.418,99.98465,88.32162,100.14515,75.499665,100.06029,96.470295,99.92484,100.06333,100.00198,80.431345,99.999445,88.90755,99.87534,99.834365,100.1672,99.464505,100.09195,90.37908,99.995315,99.40455,100.20375,93.565475,99.85334,99.843115,100.16651,91.627865,100.3576,95.980895,100.04935,89.65879,99.918695,98.509935,99.99911,84.810135,99.869645,86.958365
52,100.03875,101.3455,100.3019,100.43165,99.975555,88.84402,100.2187,76.43217,100.196,96.89655,99.91247,99.999705,99.988915,81.253175,100.019485,88.823645,99.958225,99.994315,100.09945,99.68527,99.979975,91.63213,100.0539,99.569515,100.22135,94.59616,99.63833,99.539585,100.184955,92.387955,100.2109,97.029925,99.981335,90.466805,100.035645,98.122385,100.0182,86.43686,99.74708,87.408995
54,100.05075,101.5983,100.27155,100.6104,99.987015,89.17663,99.91093,76.29268,100.135225,97.195425,99.75478,100.0732,100.0166,81.340085,100.04763,87.859615,100.0453,100.46865,100.02305,99.91034,99.99291,92.676985,100.01885,99.906485,100.1304,94.890815,99.42015,99.523505,100.298995,92.547485,100.026155,97.89206,100.020185,91.404915,100.048155,98.56963,100.072845,86.620755,99.97876,88.873125
56,99.99649,101.58145,100.1574,100.3723,99.97894,89.037355,100.029245,76.311935,100.15565,97.793755,99.8971,99.70518,100.02275,79.70121,100.16558,87.13077,100.05975,100.38682,100.0616,99.4071,100.01155,93.679885,100.000095,99.805665,100.05155,95.084355,99.204835,99.73538,100.3165,93.67554,99.96451,98.208475,99.99915,92.44627,100.01625,98.44118,100.01129,87.16058,99.97276,89.10507
58,99.998735,101.38365,100.1753,100.4921,99.98782,88.03384,100.06205,76.769285,100.09094,97.202455,99.867895,99.82733,99.99105,78.821585,100.004275,87.43323,100.02611,99.562375,100.02555,99.23851,100.00815,93.190715,99.99057,99.83545,100.06165,95.08476,99.653945,99.995825,100.23685,93.501785,100.13185,97.798595,100.00961,92.8003,100.004735,98.55267,100.03315,87.3948,99.95939,89.414385
60,99.999725,101.14165,100.09175,100.481,100.04875,89.563955,99.949025,75.83201,99.999715,97.99824,99.820135,99.85723,99.994915,79.463895,99.97858,87.83248,100.012435,97.669105,100.0142,98.93713,99.992245,92.90177,100.01355,100.462215,100.10955,95.03962,99.773235,99.776325,99.98915,94.49528,100.07525,98.10332,100.0308,92.940235,99.99078,99.004855,100.008885,87.963505,100.02215,90.60432
62,100.00255,99.783525,100.0641,100.41145,100.02373,90.175845,99.98456,76.184755,100.048155,98.245995,99.7063,100.20775,99.99173,79.833145,99.999895,87.1732,99.99673,97.27849,100.0196,98.783145,100.0127,92.7548,99.98225,99.69415,100.06705,95.59585,99.469025,99.6597,99.91535,94.35434,100.05334,98.405335,100.04135,94.09642,99.992815,99.05037,100.07385,88.536845,99.98548,91.75807